HH,hour,plug,value
6,313,0,18911.30099999991
6,313,2,21964.60299999987
6,313,4,125720.9150000007
6,313,5,11561.103000000072
6,313,6,294094.2019999989
6,313,10,5870.350999999999
6,313,11,59194.3670000003
6,313,12,40142.01300000009
7,313,0,21993.789000000008
7,313,1,688.8250000000027
7,313,2,1122.135000000004
7,313,4,847.9309999999994
7,313,6,29726.016999999993
7,313,7,57942.56700000043
7,313,8,76660.73299999988
8,313,0,17097.793999999947
8,313,4,10839.047000000042
8,313,6,153451.33899999986
8,313,9,70850.99299999989
9,313,1,13765.106999999985
9,313,7,10459.985000000013
9,313,8,24181.84800000001
9,313,9,137530.8500000003
9,313,10,138312.8860000002
10,313,0,54858.03400000017
10,313,1,19165.745999999945
10,313,2,13653.882000000043
11,313,2,32986.953000000125
12,313,0,11251.01799999992
12,313,1,192679.5540000002
12,313,3,70711.3280000001
13,313,0,11353.02600000007
13,313,1,10589.482999999946
13,313,2,2018.769000000006
13,313,3,24371.35399999986
13,313,5,37279.80000000012
13,313,7,6916.303999999947
13,313,9,45338.353999999956
13,313,11,29533.51199999989
0,314,1,45246.94000000004
0,314,2,17890.119999999817
0,314,5,4822.054999999949
0,314,6,3765.004999999997
0,314,7,36040.92599999997
0,314,9,1790.951
0,314,11,32925.593000000044
1,314,0,38614.16600000029
1,314,1,111321.62899999977
1,314,2,64080.847000000314
1,314,3,10822.416000000008
1,314,4,34215.22400000011
1,314,5,22769.178999999796
1,314,6,50496.48699999995
1,314,8,80265.87999999995
1,314,13,75090.68499999988
2,314,1,87975.39400000015
2,314,2,16559.740999999995
2,314,4,2096.0720000000047
2,314,5,8056.433999999988
2,314,6,78918.06499999993
3,314,0,68568.43300000021
3,314,1,12355.706999999975
3,314,3,27372.86300000028
5,314,0,912.5429999999988
5,314,1,1487.9979999999994
6,314,0,18996.42599999993
6,314,2,21114.80999999981
6,314,4,125418.6840000005
6,314,5,11176.583000000057
6,314,6,145614.39600000036
6,314,10,5849.067999999991
6,314,11,57007.21000000021
6,314,12,39666.73899999989
7,314,0,22124.764000000076
7,314,1,701.7900000000021
7,314,2,1140.9760000000044
7,314,4,858.8789999999979
7,314,6,29453.681999999983
7,314,7,55785.655000000224
7,314,8,75623.38999999997
8,314,0,16469.794999999955
8,314,4,10802.107000000073
8,314,6,76021.77600000001
8,314,9,70689.08499999995
9,314,1,13719.945999999973
9,314,7,10513.90600000001
9,314,8,24308.946000000025
9,314,9,135550.84400000036
9,314,10,136163.33700000003
10,314,0,54366.42300000006
10,314,1,19236.796999999933
10,314,2,13616.237000000052
11,314,2,32909.520000000084
12,314,0,11244.41899999995
12,314,1,189871.66199999995
12,314,3,35109.95600000003
13,314,0,11374.765000000058
13,314,1,10664.493999999931
13,314,2,2054.5500000000075
13,314,3,24495.599999999897
13,314,5,35905.176000000174
13,314,7,6893.703999999954
13,314,9,44622.82699999998
13,314,11,28432.09099999986
0,315,1,34458.78400000001
0,315,2,17847.988999999834
0,315,5,4798.936999999951
0,315,6,3731.120000000001
0,315,7,36035.018999999986
0,315,9,1822.1169999999977
0,315,11,32985.51100000004
1,315,0,38446.03000000026
1,315,1,96745.81200000006
1,315,2,64121.595000000176
1,315,3,10843.72700000002
1,315,4,33993.90200000004
1,315,5,22595.704999999736
1,315,6,44011.93700000009
1,315,8,60703.38800000005
1,315,13,56365.25400000001
2,315,1,76486.77899999995
2,315,2,16588.75100000001
2,315,4,2131.150000000005
2,315,5,8011.831999999982
2,315,6,68676.4480000001
3,315,0,68531.55500000007
3,315,1,12401.165999999987
3,315,3,27209.569000000247
5,315,0,926.0889999999987
5,315,1,1509.1580000000013
6,315,0,19018.914999999874
6,315,2,21003.110999999913
6,315,4,125396.08200000072
6,315,5,11114.121000000066
6,315,6,110328.53600000004
6,315,10,5804.416000000002
6,315,11,56663.480000000214
6,315,12,34494.902000000024
7,315,0,22130.656000000075
7,315,1,710.3120000000023
7,315,2,1160.9290000000062
7,315,4,871.9209999999979
7,315,6,29525.761000000046
7,315,7,55493.90000000028
7,315,8,65803.10900000007
8,315,0,16372.20999999996
8,315,4,10717.69900000007
8,315,6,57638.67100000004
8,315,9,70561.7490000001
9,315,1,13601.62899999999
9,315,7,10497.249000000002
9,315,8,24316.855000000018
9,315,9,118041.38900000033
9,315,10,118717.2959999999
10,315,0,47281.63600000009
10,315,1,19280.136999999933
10,315,2,13515.930000000058
11,315,2,32890.473000000165
12,315,0,11165.255999999943
12,315,1,165323.6270000005
12,315,3,26417.540999999997
13,315,0,11396.861000000039
13,315,1,10662.09599999994
13,315,2,2086.2280000000087
13,315,3,24499.17399999991
13,315,5,35732.66400000013
13,315,7,6842.2169999999505
13,315,9,38673.51899999999
13,315,11,28275.65999999988
0,316,1,96308.59200000002
0,316,2,17899.96799999981
0,316,5,4825.478999999963
0,316,6,3740.672000000002
0,316,7,36153.16899999995
0,316,9,1765.2779999999968
0,316,11,33072.94000000005
1,316,0,38518.65300000024
1,316,2,64426.84500000011
1,316,3,10636.68700000001
1,316,4,34104.11000000004
1,316,5,22683.082999999784
1,316,8,171081.8759999999
1,316,13,159480.94300000055
2,316,2,16305.796999999999
2,316,4,2059.991000000006
2,316,5,8037.382999999977
3,316,0,68816.924
3,316,1,12151.635999999975
3,316,3,27267.561000000296
5,316,0,899.6699999999985
5,316,1,1459.2239999999995
6,316,0,18675.02499999991
6,316,2,21042.841999999822
6,316,4,125990.84700000053
6,316,5,11123.272000000065
6,316,6,310317.3710000026
6,316,10,5812.574000000002
6,316,11,56836.341000000226
7,316,0,21729.587000000032
7,316,1,686.9470000000016
7,316,2,1121.6830000000036
7,316,4,842.4799999999994
7,316,6,29584.143999999986
7,316,7,55611.62100000017
8,316,0,16354.173999999979
8,316,4,10745.360000000079
8,316,6,162078.9220000004
8,316,9,70935.11800000015
9,316,1,13644.318999999992
9,316,7,10346.57600000001
9,316,8,23898.110999999964
10,316,1,18914.295000000006
10,316,2,13558.841000000039
11,316,2,33034.90200000005
12,316,0,11186.53699999994
12,316,3,74328.89000000017
13,316,0,11202.064000000033
13,316,1,10482.85299999991
13,316,2,2018.2970000000093
13,316,3,24088.19899999994
13,316,5,35783.28000000011
13,316,7,6872.97599999995
13,316,11,28323.330999999896
0,317,1,6318.048000000002
0,317,2,17743.174999999792
0,317,5,4817.51699999995
0,317,6,3745.994000000005
0,317,7,35634.95899999995
0,317,9,1685.5430000000001
0,317,11,32775.2650000001
1,317,0,38262.83300000022
1,317,2,63523.29600000014
1,317,3,10514.111000000028
1,317,4,33880.778000000064
1,317,5,22681.325999999775
1,317,8,11322.477000000004
1,317,13,10532.95800000001
2,317,2,16124.20600000001
2,317,4,1974.1100000000058
2,317,5,8031.911999999989
3,317,0,67990.37100000023
3,317,1,12048.49599999996
3,317,3,27129.954000000256
5,317,0,857.4019999999973
5,317,1,1399.1559999999984
6,317,0,18490.00399999989
6,317,2,20863.174999999897
6,317,4,124349.53100000058
6,317,5,11019.503000000086
6,317,6,20502.121999999996
6,317,10,5830.382999999996
6,317,11,56464.79300000022
7,317,0,21513.238000000052
7,317,1,660.3640000000014
7,317,2,1074.238000000006
7,317,4,809.3779999999996
7,317,6,29287.63299999996
7,317,7,55238.90800000026
8,317,0,16263.99499999995
8,317,4,10764.402000000078
8,317,6,10709.078000000001
8,317,9,70034.08299999997
9,317,1,13663.47999999999
9,317,7,10215.791000000041
9,317,8,23665.345
10,317,1,18719.558999999976
10,317,2,13555.010000000077
11,317,2,32493.57000000012
12,317,0,11181.872999999943
12,317,3,4899.714000000004
13,317,0,11096.434000000034
13,317,1,10367.916999999921
13,317,2,1930.2470000000076
13,317,3,23808.627999999884
13,317,5,35572.41000000011
13,317,7,6864.811999999947
13,317,11,28147.99399999996
0,318,1,72874.87899999977
0,318,2,17697.022999999834
0,318,5,4820.867999999954
0,318,6,3759.8810000000044
0,318,7,35969.02499999998
0,318,9,1636.1119999999974
0,318,11,32887.78
1,318,0,38212.60300000024
1,318,2,64246.64300000021
1,318,3,10570.844000000025
1,318,4,33866.712000000014
1,318,5,22694.56899999976
1,318,8,129840.3419999996
1,318,13,120791.1819999999
2,318,2,16202.965000000031
2,318,4,1914.0670000000066
2,318,5,8047.071999999964
3,318,0,68518.19700000004
3,318,1,12126.79699999996
3,318,3,27065.24400000027
5,318,0,833.0239999999983
5,318,1,1356.1959999999997
6,318,0,18585.783999999894
6,318,2,20885.247999999905
6,318,4,125202.45300000047
6,318,5,11066.446000000078
6,318,6,235231.73599999913
6,318,10,5834.663999999987
6,318,11,56424.6020000002
7,318,0,21615.600000000064
7,318,1,641.1580000000015
7,318,2,1043.5040000000054
7,318,4,785.7249999999991
7,318,6,29407.20900000005
7,318,7,55255.21100000024
8,318,0,16265.960999999972
8,318,4,10760.186000000052
8,318,6,122674.86700000011
8,318,9,70620.4800000001
9,318,1,13646.852999999965
9,318,7,10273.085000000015
9,318,8,23770.45900000001
10,318,1,18796.932999999986
10,318,2,13560.54100000005
11,318,2,32793.522000000135
12,318,0,11196.731999999953
12,318,3,56708.31699999998
13,318,0,11121.67300000003
13,318,1,10415.502999999942
13,318,2,1874.407000000007
13,318,3,23936.562999999915
13,318,5,35584.377000000066
13,318,7,6856.630999999949
13,318,11,28088.138999999923
0,319,1,60424.80699999983
0,319,2,18093.002999999844
0,319,5,4838.111999999959
0,319,6,3777.719000000004
0,319,7,36152.350999999966
0,319,9,1796.6669999999967
0,319,11,32943.39300000007
1,319,0,39022.55100000025
1,319,1,4837.900999999997
1,319,2,64479.47500000024
1,319,3,10665.506000000027
1,319,4,34548.984000000026
1,319,5,22799.904999999842
1,319,6,2205.5050000000015
1,319,8,107328.29600000025
1,319,13,100142.46599999987
2,319,1,3819.994999999998
2,319,2,16382.95100000001
2,319,4,2105.521000000004
2,319,5,8069.499999999981
2,319,6,3437.3120000000017
3,319,0,68784.30100000024
3,319,1,12241.162999999955
3,319,3,27607.194000000276
5,319,0,913.7489999999984
5,319,1,1490.815999999998
6,319,0,18754.09599999988
6,319,2,21332.55399999991
6,319,4,125806.39600000053
6,319,5,11344.35000000003
6,319,6,194999.4340000003
6,319,10,5835.871999999983
6,319,11,57536.78400000034
6,319,12,1709.2099999999991
7,319,0,21843.28599999999
7,319,1,703.720000000003
7,319,2,1143.3040000000062
7,319,4,862.0659999999983
7,319,6,29619.242999999988
7,319,7,56334.021000000284
7,319,8,3288.927999999997
8,319,0,16553.335999999996
8,319,4,10802.315000000035
8,319,6,101598.64099999997
8,319,9,70896.946
9,319,1,13718.945999999987
9,319,7,10386.72700000002
9,319,8,24019.048
9,319,9,5896.593000000002
9,319,10,5930.477999999997
10,319,0,2343.6260000000025
10,319,1,19020.044999999973
10,319,2,13615.612000000028
11,319,2,33006.653000000086
12,319,0,11238.836999999936
12,319,1,8255.467000000008
12,319,3,46982.81600000003
13,319,0,11249.718000000039
13,319,1,10524.34099999994
13,319,2,2059.943000000008
13,319,3,24211.785999999905
13,319,5,36287.30400000019
13,319,7,6899.051999999945
13,319,9,1947.0590000000007
13,319,11,28735.126999999866
0,320,1,13480.577000000003
0,320,2,18130.18899999985
0,320,5,4884.097999999947
0,320,6,3784.913000000005
0,320,7,35736.595999999925
0,320,9,1777.1309999999983
0,320,11,32848.09600000005
1,320,0,39105.26700000028
1,320,2,63800.07400000029
1,320,3,10616.496000000008
1,320,4,34682.86700000006
1,320,5,22894.635999999824
1,320,8,23870.39399999999
1,320,13,22080.898999999987
2,320,2,16268.770000000004
2,320,4,2076.669000000005
2,320,5,8128.010999999969
3,320,0,68181.97200000017
3,320,1,12165.447999999975
3,320,3,27702.179000000237
5,320,0,901.4149999999983
5,320,1,1471.1789999999994
6,320,0,18667.543999999893
6,320,2,21366.762999999843
6,320,4,124546.7270000007
6,320,5,11358.022000000012
6,320,6,43312.680000000066
6,320,10,5867.659999999992
6,320,11,57745.37000000025
7,320,0,21712.79200000002
7,320,1,689.9340000000025
7,320,2,1129.6550000000032
7,320,4,852.2809999999985
7,320,6,29355.96200000004
7,320,7,56524.72600000031
8,320,0,16662.164
8,320,4,10871.024000000041
8,320,6,22482.896
8,320,9,70259.28899999992
9,320,1,13790.435999999992
9,320,7,10324.63700000003
9,320,8,23890.63999999998
10,320,1,18914.449999999983
10,320,2,13685.867000000031
11,320,2,32649.641000000123
12,320,0,11305.15199999992
12,320,3,10315.845999999994
13,320,0,11217.954000000058
13,320,1,10464.927999999922
13,320,2,2033.1420000000085
13,320,3,24051.752999999902
13,320,5,36342.435000000165
13,320,7,6930.444999999946
13,320,11,28750.991999999867
0,321,1,99273.59300000004
0,321,2,64060.04599999997
0,321,5,66091.69100000002
0,321,6,51435.12999999997
0,321,7,35564.707000000024
0,321,9,1735.1369999999968
0,321,11,32531.378000000037
1,321,0,137967.90699999983
1,321,2,63225.989000000285
1,321,3,10533.942000000045
1,321,4,122157.51500000003
1,321,5,311506.7279999999
1,321,8,176442.72499999867
1,321,13,164097.59500000082
2,321,2,16154.052999999967
2,321,4,2025.5930000000048
2,321,5,110318.70399999998
3,321,0,67569.20700000007
3,321,1,12069.857999999955
3,321,3,97801.14100000038
5,321,0,881.1939999999985
5,321,1,1440.0739999999978
6,321,0,18539.838999999934
6,321,2,75486.85600000007
6,321,4,123710.79600000073
6,321,5,39687.29600000014
6,321,6,319724.3499999986
6,321,10,79869.34100000006
6,321,11,203756.28900000014
7,321,0,21546.74300000006
7,321,1,677.5510000000016
7,321,2,1105.6030000000053
7,321,4,831.8619999999988
7,321,6,29142.08600000003
7,321,7,199302.17700000043
8,321,0,58584.62300000002
8,321,4,148073.49500000008
8,321,6,166853.14800000188
8,321,9,69806.2789999999
9,321,1,187765.49399999986
9,321,7,10227.987000000017
9,321,8,23696.190999999988
10,321,1,18776.69299999997
10,321,2,186171.53499999995
11,321,2,32509.072000000106
12,321,0,153983.5759999999
12,321,3,76990.40500000028
13,321,0,11117.94700000002
13,321,1,10378.489999999925
13,321,2,1985.9900000000073
13,321,3,23877.275999999918
13,321,5,128453.94699999996
13,321,7,94544.32999999993
13,321,11,101462.57800000047
0,322,1,18794.553
0,322,2,69965.81099999981
0,322,5,252982.6779999999
0,322,6,196650.31199999945
0,322,7,35621.14000000004
0,322,9,1738.0049999999983
0,322,11,32629.601000000057
1,322,0,150882.72800000026
1,322,2,63648.45600000031
1,322,3,10724.066000000012
1,322,4,133726.51700000017
1,322,5,1192016.1779999987
1,322,8,33161.63500000002
1,322,13,30816.102999999963
2,322,2,16373.696000000009
2,322,4,2030.7650000000053
2,322,5,421872.84200000163
3,322,0,67986.73600000024
3,322,1,12242.650999999978
3,322,3,106888.72000000036
5,322,0,882.6630000000001
5,322,1,1440.1429999999968
6,322,0,18765.327999999943
6,322,2,82342.84799999975
6,322,4,124346.41100000055
6,322,5,43642.409000000065
6,322,6,60238.291
6,322,10,305477.357999999
6,322,11,222607.32700000005
7,322,0,21865.802999999993
7,322,1,678.7100000000029
7,322,2,1105.6400000000044
7,322,4,830.6209999999982
7,322,6,29333.099000000002
7,322,7,217847.22700000042
8,322,0,64237.34599999999
8,322,4,565713.1639999975
8,322,6,31250.29900000004
8,322,9,70071.68000000004
9,322,1,717276.5909999993
9,322,7,10367.452000000005
9,322,8,24043.936000000045
10,322,1,19044.176999999927
10,322,2,711842.4160000011
11,322,2,32694.65200000009
12,322,0,588318.8920000019
12,322,3,14450.138999999988
13,322,0,11249.490000000034
13,322,1,10530.043999999922
13,322,2,1990.4750000000067
13,322,3,24211.539999999957
13,322,5,140337.009
13,322,7,360408.5570000016
13,322,11,111076.86200000033
0,323,1,59879.43199999978
0,323,2,56007.02799999982
0,323,5,225775.08100000082
0,323,6,175706.76299999945
0,323,7,35929.74099999994
0,323,9,1778.238999999998
0,323,11,32908.873000000014
1,323,0,120788.53200000025
1,323,2,64132.87600000022
1,323,3,10721.516999999983
1,323,4,106944.65100000016
1,323,5,1061097.9809999964
1,323,8,106591.05499999966
1,323,13,99287.37300000018
2,323,2,16449.681999999993
2,323,4,2083.9990000000057
2,323,5,376583.35
3,323,0,68580.20300000002
3,323,1,12280.575999999974
3,323,3,85559.82500000016
5,323,0,905.442999999999
5,323,1,1475.959999999997
6,323,0,18845.474999999882
6,323,2,65929.67799999977
6,323,4,125274.58100000069
6,323,5,34908.61100000013
6,323,6,193373.86999999973
6,323,10,272332.8719999996
6,323,11,178286.4009999999
7,323,0,21941.812000000024
7,323,1,696.9990000000016
7,323,2,1131.5080000000032
7,323,4,853.9089999999985
7,323,6,29533.273999999976
7,323,7,174274.29400000008
8,323,0,51371.761000000115
8,323,4,503439.82199999795
8,323,6,100717.99800000014
8,323,9,70485.51500000023
9,323,1,638797.0119999989
9,323,7,10443.383000000025
9,323,8,24130.444000000043
10,323,1,19108.766999999956
10,323,2,634033.2530000003
11,323,2,32793.06500000014
12,323,0,523601.95699999895
12,323,3,46371.278999999915
13,323,0,11291.499000000047
13,323,1,10585.28399999994
13,323,2,2036.485000000011
13,323,3,24278.886999999973
13,323,5,112259.6880000001
13,323,7,321336.17100000073
13,323,11,88658.84300000028
0,324,1,77722.69099999974
0,324,2,22929.639999999727
0,324,5,234820.54000000062
0,324,6,182789.62999999983
0,324,7,36193.15800000003
0,324,9,1745.7799999999966
0,324,11,33283.30400000009
1,324,0,49540.661000000284
1,324,2,64406.867000000224
1,324,3,10654.13700000001
1,324,4,43828.812000000114
1,324,5,1104214.1620000002
1,324,8,138457.8120000006
1,324,13,128862.79000000012
2,324,2,16306.011000000024
2,324,4,2042.5140000000056
2,324,5,390733.8140000002
3,324,0,68766.16799999998
3,324,1,12170.90699999998
3,324,3,35142.08300000026
5,324,0,887.5379999999983
5,324,1,1449.5129999999986
6,324,0,18714.641999999905
6,324,2,27090.484999999662
6,324,4,125882.60900000078
6,324,5,14349.90300000013
6,324,6,251465.4310000005
6,324,10,283468.28800000006
6,324,11,73124.81399999988
7,324,0,21759.795000000027
7,324,1,683.0320000000013
7,324,2,1110.472000000006
7,324,4,834.5799999999987
7,324,6,29551.139000000006
7,324,7,71423.71100000045
8,324,0,21030.978999999985
8,324,4,522873.43299999915
8,324,6,131084.86899999995
8,324,9,70937.35000000022
9,324,1,665004.9229999997
9,324,7,10334.74000000001
9,324,8,23937.89700000001
10,324,1,18920.64499999995
10,324,2,659911.6949999982
11,324,2,32913.74800000012
12,324,0,544396.1339999982
12,324,3,60404.08800000005
13,324,0,11230.313000000038
13,324,1,10483.516999999938
13,324,2,2000.3930000000062
13,324,3,24090.74399999992
13,324,5,46084.94300000009
13,324,7,333920.9310000001
13,324,11,36448.814999999784
0,325,2,17977.716999999833
0,325,5,247156.77800000104
0,325,6,192317.90699999977
0,325,7,35950.91899999994
0,325,9,1819.6859999999983
0,325,11,32916.19000000008
1,325,0,38838.93700000023
1,325,2,63907.858000000146
1,325,3,10754.19800000001
1,325,4,34330.93700000004
1,325,5,1162276.6589999998
2,325,2,16498.802999999993
2,325,4,2129.1920000000064
2,325,5,411750.38900000125
3,325,0,68334.96200000026
3,325,1,12296.14399999998
3,325,3,27531.28600000028
5,325,0,926.7869999999988
5,325,1,1509.6099999999974
6,325,0,18881.570999999913
6,325,2,21191.775999999896
6,325,4,125078.18500000058
6,325,5,11231.929999999997
6,325,10,298107.8370000007
6,325,11,57288.92100000024
7,325,0,21986.88600000002
7,325,1,712.5530000000023
7,325,2,1160.3120000000035
7,325,4,870.1579999999991
7,325,6,29367.08100000001
7,325,7,56038.883000000234
8,325,0,16467.986999999983
8,325,4,551302.057999998
8,325,9,70401.96700000025
9,325,1,699908.3689999984
9,325,7,10450.561000000025
9,325,8,24183.02899999998
10,325,1,19133.263999999926
10,325,2,695414.6360000003
11,325,2,32717.23700000013
12,325,0,573795.3960000004
13,325,0,11297.198000000019
13,325,1,10620.937999999907
13,325,2,2088.4760000000065
13,325,3,24354.825999999943
13,325,5,36162.2250000001
13,325,7,352035.3940000005
13,325,11,28543.280999999868
0,326,1,96957.49499999952
0,326,2,17994.45599999985
0,326,5,87617.2450000002
0,326,6,68069.50500000072
0,326,7,36155.04300000003
0,326,9,1764.3549999999964
0,326,11,33038.08700000002
1,326,0,38858.436000000256
1,326,2,64492.21700000018
1,326,3,10750.671000000011
1,326,4,34373.481999999996
1,326,5,411930.7289999966
1,326,8,172701.92799999853
1,326,13,161079.19299999933
2,326,2,16447.992
2,326,4,2062.9190000000062
2,326,5,145924.77599999864
3,326,0,68802.64499999992
3,326,1,12284.22399999993
3,326,3,27521.652000000264
5,326,0,897.2229999999977
5,326,1,1462.4109999999994
6,326,0,18869.160999999913
6,326,2,21214.60499999985
6,326,4,126059.82300000034
6,326,5,11257.709000000028
6,326,6,313382.03699999774
6,326,10,105390.53600000002
6,326,11,57349.89900000027
7,326,0,21983.067000000017
7,326,1,688.9500000000031
7,326,2,1124.9940000000042
7,326,4,844.1919999999991
7,326,6,29612.298000000053
7,326,7,56097.74200000025
8,326,0,16510.832999999995
8,326,4,194560.43799999822
8,326,6,163471.22199999978
8,326,9,71046.97800000008
9,326,1,247551.95400000032
9,326,7,10421.325000000006
9,326,8,24153.077999999987
10,326,1,19131.613999999947
10,326,2,246155.57199999888
11,326,2,33065.58600000005
12,326,0,203165.4519999989
12,326,3,75173.06300000007
13,326,0,11322.369000000026
13,326,1,10574.547999999915
13,326,2,2020.50600000001
13,326,3,24337.878999999855
13,326,5,36138.02100000014
13,326,7,124663.55900000002
13,326,11,28538.04499999987
0,327,1,42409.59199999997
0,327,2,18165.964999999855
0,327,5,6959.302000000011
0,327,6,5402.249000000014
0,327,7,35786.302
0,327,9,1683.2819999999972
0,327,11,32937.88500000001
1,327,0,39205.62300000029
1,327,2,64051.28700000028
1,327,3,10634.192000000015
1,327,4,34758.38799999994
1,327,5,32757.48999999986
1,327,8,75329.78399999981
1,327,13,70026.44300000001
2,327,2,16355.469000000003
2,327,4,1968.344000000006
2,327,5,11572.606999999975
3,327,0,68335.8140000001
3,327,1,12227.873
3,327,3,27773.680000000295
5,327,0,855.856999999998
5,327,1,1392.8269999999989
6,327,0,18733.162999999902
6,327,2,21479.93399999988
6,327,4,125078.23000000071
6,327,5,11378.538000000024
6,327,6,136398.68000000025
6,327,10,8401.757000000069
6,327,11,57878.60500000023
7,327,0,21804.62200000005
7,327,1,656.7420000000029
7,327,2,1069.9110000000053
7,327,4,805.838999999999
7,327,6,29532.608000000026
7,327,7,56623.97500000029
8,327,0,16709.010000000006
8,327,4,15528.929000000046
8,327,6,71060.68399999973
8,327,9,70499.99100000011
9,327,1,19722.830999999966
9,327,7,10338.258000000025
9,327,8,23992.27799999999
10,327,1,18990.422999999955
10,327,2,19553.952000000027
11,327,2,32802.22100000014
12,327,0,16150.277000000002
12,327,3,32657.522999999972
13,327,0,11249.960000000036
13,327,1,10501.398999999932
13,327,2,1926.1290000000074
13,327,3,24166.870999999923
13,327,5,36480.50200000011
13,327,7,9902.98599999992
13,327,11,28868.380999999867
0,328,1,35188.96399999997
0,328,2,17905.75999999985
0,328,5,6965.002000000007
0,328,6,5388.094
0,328,7,35646.58299999997
0,328,9,1683.3919999999966
0,328,11,32613.39600000001
1,328,0,38630.68100000023
1,328,2,63791.88800000026
1,328,3,10631.986000000024
1,328,4,34202.53899999996
1,328,5,32715.177999999854
1,328,8,62760.421000000104
1,328,13,58560.162000000084
2,328,2,16275.171000000006
2,328,4,1966.2850000000085
2,328,5,11583.793999999945
3,328,0,68126.35199999997
3,328,1,12198.165999999961
3,328,3,27368.373000000265
5,328,0,857.163999999999
5,328,1,1398.3299999999988
6,328,0,18653.162999999884
6,328,2,21101.807999999874
6,328,4,124458.29700000069
6,328,5,11147.12600000006
6,328,6,114148.20399999993
6,328,10,8373.835000000056
6,328,11,57021.16800000017
7,328,0,21736.68900000002
7,328,1,658.1460000000026
7,328,2,1073.7600000000054
7,328,4,806.3969999999988
7,328,6,29413.892999999953
7,328,7,55797.923000000286
8,328,0,16444.70799999994
8,328,4,15522.38900000003
8,328,6,59489.564
8,328,9,70074.765
9,328,1,19692.47599999996
9,328,7,10339.524000000025
9,328,8,23871.664000000004
10,328,1,18931.516999999956
10,328,2,19552.443000000036
11,328,2,32705.88400000013
12,328,0,16147.64999999999
12,328,3,27263.55499999997
13,328,0,11199.172000000011
13,328,1,10456.528999999922
13,328,2,1929.8570000000066
13,328,3,24054.19299999989
13,328,5,35938.005000000136
13,328,7,9913.061999999916
13,328,11,28413.24699999989
0,329,1,95693.50899999992
0,329,2,18086.987999999852
0,329,5,7044.936000000002
0,329,6,5471.449000000009
0,329,7,35948.663999999975
0,329,9,1672.7140000000009
0,329,11,32792.549000000035
1,329,0,38915.284000000254
1,329,2,63970.8580000002
1,329,3,10517.830000000007
1,329,4,34510.95299999997
1,329,5,33102.9959999998
1,329,8,170199.06600000005
1,329,13,158588.39400000076
2,329,2,16191.000000000016
2,329,4,1958.8610000000083
2,329,5,11720.569999999949
3,329,0,68293.32800000013
3,329,1,12079.926999999963
3,329,3,27610.162000000226
5,329,0,852.2129999999978
5,329,1,1389.3479999999984
6,329,0,18559.482999999942
6,329,2,21263.380999999827
6,329,4,125029.15300000066
6,329,5,11274.856000000029
6,329,6,308521.1880000027
6,329,10,8495.89500000005
6,329,11,57450.874000000294
7,329,0,21563.962000000014
7,329,1,654.4310000000017
7,329,2,1066.5990000000056
7,329,4,802.9529999999992
7,329,6,29364.73400000004
7,329,7,56168.15700000046
8,329,0,16513.63299999999
8,329,4,15680.03000000003
8,329,6,161192.28900000037
8,329,9,70367.12200000006
9,329,1,19929.605999999938
9,329,7,10268.046000000013
9,329,8,23758.58399999998
10,329,1,18777.68799999997
10,329,2,19784.02000000008
11,329,2,32802.876000000106
12,329,0,16313.598999999986
12,329,3,73952.852
13,329,0,11128.571000000033
13,329,1,10398.460999999956
13,329,2,1917.5260000000083
13,329,3,23900.774999999903
13,329,5,36239.08300000006
13,329,7,10020.218999999908
13,329,11,28619.99299999987
0,330,1,13428.536999999988
0,330,2,18042.317999999806
0,330,5,7058.144000000015
0,330,6,5484.160000000006
0,330,7,35386.299999999974
0,330,9,1744.6029999999982
0,330,11,32463.606999999964
1,330,0,38945.75100000025
1,330,2,63175.967000000186
1,330,3,10659.126999999995
1,330,4,34512.18500000004
1,330,5,33235.8879999998
1,330,8,23649.322999999993
1,330,13,22043.34100000002
2,330,2,16361.539000000008
2,330,4,2037.7060000000054
2,330,5,11775.04699999996
3,330,0,67485.88400000006
3,330,1,12193.359999999999
3,330,3,27622.914000000263
5,330,0,885.891999999998
5,330,1,1446.0119999999988
6,330,0,18703.11099999991
6,330,2,21274.140999999832
6,330,4,123476.3690000007
6,330,5,11293.50100000007
6,330,6,43083.934
6,330,10,8522.182000000064
6,330,11,57492.266000000236
7,330,0,21792.48099999998
7,330,1,680.2140000000016
7,330,2,1111.4110000000048
7,330,4,837.0249999999991
7,330,6,29048.53099999992
7,330,7,56250.62800000024
8,330,0,16557.520999999975
8,330,4,15752.627000000077
8,330,6,22531.69899999999
8,330,9,69700.1740000002
9,330,1,20010.318999999985
9,330,7,10376.500000000022
9,330,8,23974.963999999978
10,330,1,18970.45699999995
10,330,2,19866.524000000067
11,330,2,32375.856000000174
12,330,0,16386.83299999999
12,330,3,10264.222000000012
13,330,0,11234.389000000045
13,330,1,10485.50799999993
13,330,2,1997.4410000000091
13,330,3,24154.008999999925
13,330,5,36216.45200000011
13,330,7,10051.53099999992
13,330,11,28624.074999999826
0,331,1,67841.94399999986
0,331,2,17883.97999999981
0,331,5,6971.184000000025
0,331,6,5422.004999999997
0,331,7,35732.066000000064
0,331,9,1790.4339999999986
0,331,11,32737.79599999996
1,331,0,38518.20900000029
1,331,2,63731.677000000134
1,331,3,10698.033000000005
1,331,4,34103.30600000004
1,331,5,32843.37499999977
1,331,8,120131.41199999959
1,331,13,112216.86099999995
